Title,Rating,Rating Number,Review,Price,Store,Categories,Processor,Hard Drive,Graphics Coprocessor,Operating System,Item Weight,Product Dimensions,Color,Number of Processors,Memory Storage Capacity,Screen Size,RAM Memory Installed Size,CPU Model
Intel E97379-001 Core i3/i5/i7 Socket 1150/1155/1156 4-Pin Connector CPU Cooler With Aluminum Heatsink and 3.5-Inch Fan For Desktop PC Computer,4.5,1484,"Intel Socket 1156 Aluminum Heat Sink and Fan General Features: Aluminum heat sink, 3.5-inch (90 mm) fan DC 12V, 0.17A Supports Intel Core i3 Socket 1156 processors up to 3.06 GHz, 4-pin power connector (12-inch length, approximate) Regulatory Approvals: UL CE",12.59,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Fans & Cooling, CPU Cooling Fans",,,,,6.3 ounces,"4""L x 4""W x 2.75""H",Black,4,,,,
Intel Core i9 i9-9900K Octa-core [8 Core] 3.60 GHz Processor - Socket H4 LGA-1151 - Retail Pack,4.4,81,Intel Core i9 i9-9900K Octa-core (8 Core) 3.60 GHz Processor - Socket H4 LGA-1151 - Retail Pack - 8 GT/s DMI - 64-bit Processing - 5 GHz Overclocking Speed - 14 nm - 3 Number of Monitors Supported - Intel UHD Graphics 630 Graphics - 95 W - 212°F (100°C),599,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz core_i9,,,,8.1 ounces,7 x 6 x 5 inches,,8,,,,Core i9
Intel Core i7-990X Extreme Edition Processor 3.46 GHz 6 Core LGA 1366 - BX80613I7990X,4.2,55,"Process Type: Intel Core i7 Processor i7-990X Frequency: 346 GHz Bus Speed: 64 GT/s, Cache: 12 MB Process: 32 nm Socket: LGA1366, Power Consumption: 130 W VID Voltage Range: 0800V -1375V Max Memory Bandwidth: 256 GB/s, This processor is a Six Core Processor This processor supports Intel Turbo Boost Technology, This processor supports Hyper-Threading Technology This processor supports Intel Virtualization Technology (VT-x), Process Type: Intel Core i7 Processor i7-990X Frequency: 3.46 GHz Bus Speed: 6.4 GT/s, Cache: 12 MB Process: 32 nm Socket: LGA1366, Power Consumption: 130 W VID Voltage Range: 0.800V -1.375V Max Memory Bandwidth: 25.6 GB/s, This processor is a Six Core Processor This processor supports Intel Turbo Boost Technology, This processor supports Hyper-Threading Technology This processor supports Intel Virtualization Technology (VT-x), This processor supports AES New Instructions This processor supports Intel 64, This processor supports Idle States This processor supports Enhanced Intel Speedstep Technology, This processor supports Execute Disable Bit",249.88,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.6 ounces,,,,,,,Core i7
Intel NUC NUC5i5RYH with Intel Core i5 Processor and 2.5-Inch Drive Support,4.2,272,"Intel Core i5-5250U, Intel HD Graphics 6000, USB 3.0 ports; 2 front panel (1 charging capable) and 2 back panel, WiFi 802.11ac wireless and Bluetooth 4.0, Kensington lock support",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets",2.5 GHz core_i5,16 GB SSD,Intel HD Graphics 6000,Windows 8.1,2.45 pounds,5.5 x 5.1 x 4.7 inches,Black,2,,2.5 Inches,,Core i5
Intel Core i7-13700KF (Latest Gen) Gaming Desktop Processor 16 cores (8 P-cores + 8 E-cores) - Unlocked,4.8,299,"13th Gen Intel Core processors offer revolutionary design for beyond real-world performance. From extreme multitasking, immersive streaming, and faster creating, do what you do.Max Memory Bandwidth : 89.6 GB/s. Instruction Set : 64-bit., 16 cores (8 P-cores + 8 E-cores) and 24 threads, Up to 5.4 GHz unlocked. 30M Cache, Discrete graphics required, Compatible with Intel 600 series (might need BIOS update) and 700 series chipset-based motherboards, Performance hybrid architecture integrates two core microarchitectures, prioritizing and distributing workloads to optimize performance, Turbo Boost Max Technology 3.0, and PCIe 5.0 & 4.0 support. Intel Optane Memory support. No thermal solution included",389.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",5.4 GHz apple_ci7,,,,2.82 ounces,9.17 x 4.65 x 4.21 inches,,1,,,,Intel Core i7
"Intel 2022 Newest NUC 12 Pro Mini PC Kit NUC12WSHi5 Desktop Computer, 12th Gen 12-Core i5-1240P, 16GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Thunderbolt 4, Windows 10 Pro, BROAG 64GB Flash Drive",4.6,18,"CPU: 12th Gen Intel Core i5-1240P 3.30GHz Processor (up to 4.4 GHz, 12MB Cache, 12 Cores, 16 Threads, 8 Efficient-cores), Intel Iris Xe Graphics allow for incredible visual quality, faster graphic performance and flexible display options without the need for a separate graphics card., 16GB DDR4 RAM, 1TB PCIe SSD, Connectivity: Front: 2x USB 3.2; Rear: 2x Thunderbolt 4, 1x USB 3.2, 1x USB 2.0; Internal: 1x USB 3.2 on m.2 22x42 (pins), 2x USB 2.0 (headers); Intel Wi-Fi 6E AX211(Gig+) and Bluetooth, Windows 10 Professional. Bundled with 3 In 1 Design Stylus (Stylus Pen + Ballpoint Pen + USB 3.0 64GB Flash Drive).",569,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",1.7 GHz apple_ci5,1 TB SSD,Intel Iris Xe Graphics,Windows 10 Pro,2.64 pounds,4.6 x 4.4 x 2 inches,Black,12,1 TB,,16 GB,Intel Core i5
"Intel NUC 11 Pro NUC11TNKi3 Tiger Canyon Home & Business Mini PC Mini Desktop 11th Gen Intel® Core™ i3-1115G4 Processor Upto 4.1 GHz Turbo,2 Cores,4 Threads,6 MB L3 Cache(No RAM&SSD)",5,2,"❤Operating System:No OS for Barebone NUC ❤Processor: 11th Generation Intel Core i3-1115G4 processor ~1.9 GHz@15W, up to 4.1 GHz Turbo, 2 Cores, 4 Threads, 6 MB L3 Cache, 💖Please note : Barebone pc, no SSD , RAM and System, 💖Please Note:The original packaging maybe opened for test and inspection and to install the upgrades to achieve the specifications as advertised. Defects & blemishes are significantly reduced after our depth inspection & testing., ❤Graphics: Intel UHD Graphics, Up to 48 EUs,Memory: Dual-channel DDR4 SODIMM slots, 64GB max,Storage: M.2 22x80 M-key slot for up to Gen 4 NVMe SSD, M.2 22x42 B-key slot for SATA SSD, and 2.5"" drive bay (7mm), ❤Other Features & Technology: Two HDMI 2.0b ports | Two Thunderbolt ports (incl. DP 1.4a and USB 4.0) on select SKUs | Intel i225-LM Ethernet portrts | Three USB 3.2 Gen 2 type A ports | One USB 2.0 type A port | Qualified for 24x7 operation | Display emulation via HDMI Quad display support | Delayed AC start; Auto CMOS reset; DC input voltage protection | 3-Year Limited Warranty",None,WEELIAO,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",,,,Windows 11 Pro,,,Thin,,1 TB,,64 GB,Intel Core i3
"Intel Core i3-4150 Processor (3M Cache, 3.50 GHz) BX80646I34150",4.3,268,"Compatible with Z87 and Z97 motherboards. Z87 motherboard users may need to apply a BIOS update for compatibility. Not compatible with Intel Motherboards., LGA 1150, Intel Rapid Storage Technology, Quick Sync Video enabling faster video conversion, Intel Device Protection with Boot Guard, Intel IPT with PKI, Intel Turbo boost technology",48,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.5 GHz core_i3,,,,13.3 ounces,4.6 x 3.4 x 4.6 inches,,2,,,,Core i3
"Intel NUC 7 Enthusiast, A Mini PC with Windows 10, Intel Core i7, 512GB NVMe Intel 600p SSD, 16GB RAM, Gunmetal (BOXNUC7I7BNKQ)",4,21,"Processor: Built with Intel's 7th Generation Intel Core i7-7567U, you get all the power of a full-size desktop tower PC, Immerse yourself in amazing experiences made possible by Windows Mixed Reality running on a 7th Gen Intel Core based NUC Mini PC., Graphics: Intel Iris Plus graphics provides true visual perfection in 4K Ultra HD and the system can support up to 3 4K displays, Windows 10 Home preloaded., 16 GB DDR4 memory and 512GB NVMe Intel 600p SSD - plenty of storage for media, files, and more",350,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Laptops, Traditional Laptops",3.5 GHz core_i7,512 GB SSD,Intel Integrated Graphics,Windows 10 Home,2.22 pounds,4.53 x 0.43 x 2.01 inches,Gunmetal,2,512 GB,10 Inches,16 GB,Core i7
Intel i7-4820K FCLGA2011 3.70 GHz 64 bit Processor 10MB Cache,4.8,94,"LGA 2011, 3.7 GHz (Turbo 3.9GHz), Core i7-4820K, Quad-Core, Power: 130W",120.04,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.7 GHz core_i7,,,,4 ounces,9.5 x 5.6 x 6 inches,,4,,,,Core i7
Intel Core i7-870 Processor 2.93 GHz 8 MB Cache Socket LGA1156,4.4,190,"2.93 GHz core speed, Maximize speed for demanding applications with Intel Turbo Boost Technology, which accelerates processor clock speed up to 20% to match your workload., Multitask up to 28% faster, so you can do more things at once., Enjoy incredibly fast computing with fewer frustrating lags., Unleash an amazing digital media experience with up to 37% faster conversion of video, 15% faster photo editing",100,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,,,,,Core i7
Intel Core I3-2105 Dual-Core Processor 3.1 GHz 3 MB Cache LGA 1155 - BX80623I32105,4.7,24,Item Weight: 7.2 ounces,60,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,4.53 x 4.13 x 3.15 inches,,,,,,Core i3
Intel® Core™ i7-11700KF Desktop Processor 8 Cores up to 5.0 GHz Unlocked LGA1200 125W + ASUS Prime Z590-A LGA 1200 (Intel®11th/10th Gen) ATX Motherboard,3.5,7,"Compatible with Intel 500 series & select Intel 400 series chipset based motherboards, Intel Turbo Boost Max Technology 3.0 Support, Intel Optane Memory Support, Intel LGA 1200 Socket: Designed to unleash the maximum performance of 11th Gen Intel Core processors, AI Motherboard : AI overclocking, AI cooling and AI noise cancelation, Enhanced Power Solution: 14+2 DrMOS power stages, ProCool sockets, alloy chokes and durable capacitors for stable power delivery in the most demanding situations",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Motherboards",,,,,,,,8,,,,
Intel Core i9-7920X X-Series Processor 12 Cores up to 4.3 GHz Turbo Unlocked LGA2066 X299 Series 140W (Tray),4.2,16,"Processor Manufacturer: Intel, Processor Core: Dodeca-core (12 core), Clock Speed: 3.50 GHz, Overclocking speed: 4.40 GHz, Direct media interface: 8 gt/s",541,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.5 GHz core_i9,,,,2.4 ounces,16.8 x 10.5 x 9.6 inches,,1,,,,Core i9
Intel Core i7-2600S SR00E Desktop CPU Processor LGA1155 8M 2.80GHz 5GT/s,4.5,6,"Intel, i7-2600S, 2.80GHz, 8MB, Socket H2 / LGA1155",104.98,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.8 GHz,,,,1.6 ounces,4.5 x 4.4 x 0.8 inches,,1,,,,
Intel Core i5-3210M SR0MZ Mobile CPU Processor Socket G2 PGA988B 2.5Ghz 3MB 5 GT/s,5,4,"Intel, 2.5Ghz, 3MB, PGA 988B / Socket G2",54.02,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.352 ounces,,,,,,,Core i5
Intel Core i7-3930K Hexa-Core Processor 3.2 Ghz 12 MB Cache LGA 2011 - BX80619I73930K,4.1,161,Core i7-3930K 3.20GHz 6-Core 12-Thread 12MB Cache FCLGA2011,291.98,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,5.4 ounces,4.9 x 2 x 1.8 inches,,,,,,Core i7
Intel Core i7-950 3.06 GHz 8 MB Cache Socket LGA1366 Processor,4.3,138,"Intel Core i7-950 3.06 GHz 4.8 GT/s 8 MB Socket 1366 Quad-Core CPU General Features:, Intel Core i7 Processor i7-950 3.06 GHz CPU speed 4.8 GT/s (Gigatransfers per second) Bus speed, 8 MB L3 cache size 4 x 256 KB L2 cache Socket 1366 45 nm manufacturing technology, 23 bus/core ratio 130-watt thermal design power D0 core stepping .80V - 1.375V VID Voltage Range, S-Spec: SLBEN",100,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.6 pounds,7.9 x 7.1 x 3.7 inches,,,,,,Core i7
Intel BX80677I57600 7th Gen Core Desktop Processors,4.1,126,"Socket LGA 1151, Intel 200/1001 Series Chipset Compatibility (1. Excludes Intel Octane Technology support), Intel HD Graphics 630.Graphics Video Max Memory :64 GB, Intel Turbo Boost 2.0 Technology, Intel Hyper-Threading Technology1",164.02,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",4.1 GHz core_i5,,,,9.2 ounces,14.48 x 5.07 x 4.92 inches,,4,,,,Core i5
Intel Core i5-2405S Quad-Core Processor 2.5 GHz 6 MB Cache LGA 1155 - BX80623I52405S,4.5,6,"4x 2.50GHz, Sandy Bridge, Thermal Monitoring Technologies, Intel Fast Memory Access, Intel Flex Memory Access",46,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,8.8 ounces,4.57 x 4.25 x 3.46 inches,,,,,,Core i5
"Intel Core i5 Core 12400F Desktop Processor 18M Cache, up to 4.40 GHz (Renewed)",2,1,,None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.03 pounds,5 x 3 x 5 inches,,,,,,Core i5
"Intel E41997-002 Socket 1156 Aluminum Heat Sink & 3.5"" Fan w/4-Pin Connector for Core i7, i5 & i3",3.8,47,"Intel E41997-002 Socket 1156 Aluminum Heat Sink Fan General Features: Aluminum heat sink, 3.5-inch fan 12 VDC, 0.60A 4-pin power connector (12-inch cable length, approximate), Regulatory Approvals: UL CE",22,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Fans & Cooling, CPU Cooling Fans",,,,,9.6 ounces,,,,,,,
"Intel NUC D54250WYK, Mini HDMI, Mini DisplayPort, USB 3.0, Intel HD Graphics 5000, 4th Gen Intel Core i5-4250U",3.4,54,"The Intel NUC comes complete with Intel HD Graphics to ensure a brilliant HD experience, Intel Quick Sync Video for fast video encoding, Display Port for driving 4k displays, Model comes without powercord., Compatible with Linux (Linux Mint, Fedora, Ubuntu, OpenSUSE) and Windows 7, Internal Support for mSATA SSD",None,Intel,"Electronics, Computers & Accessories, Computer Components",core_i5,Solid State Hard Drive,Intel HD Graphics 5000,Linux,2.55 pounds,4.6 x 4.41 x 1.36 inches,Black,2,,,,
Intel Core i5-10600K Desktop Processor 6 Cores up to 4.8 GHz Unlocked  LGA1200 (Intel 400 Series Chipset) 125W,4.8,1915,"6 Cores / 12 Threads, Socket Type LGA 1200, Up to 4. 8 GHz Unlocked, Compatible with Intel 400 series chipset based motherboards, Intel Optane Memory Support, Lithography: 14 nm",168.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",4.1 GHz core_i5,,,,2.39 ounces,1.73 x 4.09 x 4.65 inches,,6,,,,Core i5
"Intel® Core™ 12th Gen i3-12100F desktop processor, featuring PCIe Gen 5.0 & 4.0 support, DDR5 and DDR4 support. Discrete graphics required.",4.7,753,Intel Core i3-12100F Desktop Processor 4 (4P-0E) Cores Up to 4.3 GHz Turbo Frequency LGA1700 600 Series Chipset 58W Processor Base Power,92.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.5 apple_ci3,,,,7.1 ounces,3.94 x 2.76 x 4.72 inches,,4,,,,Intel Core i3
Intel Core i7 i7-3770 3.40 GHz Processor - Socket H2 LGA-1155 - Quad-core (4 Core) - 8 MB Cache - 5 GT/s DMI (Renewed),3.2,5,,92.19,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,4 x 4.5 x 3.25 inches,,,,,,Core i7
"Intel NUC 9 NUC9i7QNX Ghost Canyon Gaming Mini PC - 9th Gen Core i7-9750H 6-Core up to 4.50 GHz CPU, 32GB DDR4 RAM, 1TB NVMe SSD, UHD Graphics 630, Thunderbolt 3, Wi-Fi 6, Windows 10 Pro, Black",4.7,4,"9th Generation Intel Core i7-9750H Hexa-Core 2.60 GHz Processor (12MB SmartCache, Turbo Boost up to 4.50 GHz), 32GB DDR4 2666 MHz Memory, 1TB PCIe NVMe Solid State Drive, Intel UHD Graphics 630, Windows 10 Pro (64-bit), Intel Wi-Fi 6 AX200 + Bluetooth 5.0 (MU-MIMO Support), 2 x RJ45 Gigabit Ethernet, Kensington Lock Slot (Security), 6 x USB Type-A (USB 3.1 / USB 3.2 Gen 2), 2 x Thunderbolt 3, 1 x HDMI 2.0a, 1 x SD/SDHC/SDXC (UHS-II [312 MB/s]), 3-Display Support, TEKi 4-Port USB 3.0 Hub Included, 2-Year by Techno Intelligence / Free Tech Support, Ram memory installed size: 32.0 GB, Hard disk size: 1000.0 GB, System ram type: ddr4_sdram",883,NUC,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.6 GHz core_i7,1000 GB SSD,Intel UHD Graphics 630,Windows 10 Pro,10.6 pounds,9.37 x 8.5 x 3.78 inches,Black,6,1 TB,0.01 Inches,32 GB,Core i7
Intel Core i7 i7-4770T 2.50 GHz Processor - Socket H3 LGA-1150 CM8064601465902,4.8,7,Intel Core I7 I7-4770t Quad-core (4 Core) 2.50 Ghz Processor - Socket H3 Lga-1150oem Pack - 1 Mb - 8 Mb Cache - Yes - 3.70 Ghz Overclocking Speed - 22 Nm - 3 Number Of Monitors Supported - Intel Hd 4600 Graphics - 45 W,None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.7 GHz core_i7,,,,2.08 ounces,2.5 x 2 x 0.25 inches,,4,,,,Core i7
Intel Core i5-9600 Desktop Processor 6 Cores up to 4.6 GHz LGA1151 300 Series 65W,4.1,17,"6 Cores /6 Threads, Up to 4.6 GHz, Compatible with Intel 300 Series chipset based motherboards, Bios update may be required for motherboard compatibility, Supports Intel Optane Memory",175,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.1 GHz core_i5,,,,9.1 ounces,4.57 x 2.76 x 3.98 inches,,6,,,,Core i5
Intel BX80677I57500T 7th Generation Intel Core i5-7500T Processor,4.8,15,"Quad Core 6MB Cache, 2.70GHz Base Processor Speed, 3.30GHz Turbo Processor Speed",250,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.7 GHz core_i5,,,,6.4 ounces,4.6 x 4.3 x 3.1 inches,,4,,,,Core i5
"Intel Core i5-2320, 4X 3.00GHz 3.0 4 LGA 1155 Processor (BX80623I52320)",4.4,26,"Core i5-2320, 4x 3.00GHz, Quad-Core Sandy Bridge",249.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,13.6 ounces,5 x 5.7 x 3.2 inches,,,,,,Core i5
"Intel Core i7-4790K Processor (8M Cache, up to 4.40 GHz) BX80646I74790K",4.7,3138,"Intel Rapid Storage Technology, Processor with Unlocked Clock Multiplier, Quick Sync Video enabling faster video conversion, Socket Type FCLGA1150",200,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,4.41 x 3.11 x 4.61 inches,,,,,,Core i7
Intel Core i5-4570 Processor 3.2GHz 6MB LGA 1150 CPU44; OEM (Renewed),4.5,108,"INTEL, CM8064601464707",32.83,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.2 GHz core_i5,,,,1.58 ounces,4 x 4 x 1 inches,,4,,,,Core i5
Intel Core i5-3230M,3.8,7,"Intel Core i5 Mobile Processor i5-3230M 2.6GHz 5.0GT/s 3MB Socket G2 CPU OEM - OEM (AW8063801208001), Intel AW8063801208001, OEM",99.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.64 ounces,6 x 4 x 0.5 inches,,,,,,Core i5
Intel Core i7-13700K (Latest Gen) Gaming Desktop Processor 16 cores (8 P-cores + 8 E-cores) with Integrated Graphics - Unlocked,4.8,712,"13th Gen Intel Core processors offer revolutionary design for beyond real-world performance. From extreme multitasking, immersive streaming, and faster creating, do what you do, 16 cores (8 P-cores + 8 E-cores) and 24 threads, Up to 5.4 GHz unlocked. 30M Cache, Integrated Intel UHD Graphics 770 included, Compatible with Intel 600 series (might need BIOS update) and 700 series chipset-based motherboards, Performance hybrid architecture integrates two core microarchitectures, prioritizing and distributing workloads to optimize performance, Turbo Boost Max Technology 3.0, and PCIe 5.0 & 4.0 support. Intel Optane Memory support. No thermal solution included",360,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",5.4 GHz apple_ci7,,,,2.89 ounces,9.17 x 4.65 x 4.21 inches,,1,,,,Intel Core i7
Intel Core i7-3940XM SR0US OEM Extreme Quad Core Processor (3.00GHz-3.90GHz),2.7,3,Intel Core i7-3940XM SR0US OEM Extreme Quad Core Processor (3.00GHz-3.90GHz),344.04,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.704 ounces,3.7 x 3.6 x 0.6 inches,,,,,,Core i7
Intel CPU Cooler for LGA1150/1155/1156 OEM (Intel E97378-001),4.4,88,"Aluminum heat sink with PWM fan, Copper core with pre-applied thermal paste, 4-pin fan connector, Compatible with Intel i3/i5/i7 processors, Compatible with LGA 1150, 1155 and 1156 sockets",14.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Fans & Cooling, CPU Cooling Fans",,,,,8.8 ounces,"1.26""L x 3.62""W x 3.62""H",,,,,,
Intel Core i3-3240 3.4GHz 3.40GHz 3M SR0RH Socket 1155 Ivy Bridge CPU Processor (Renewed),3.7,9,"Family -Intel Core i3 Ivy Bridge CPU Processor, Model number - i3-3240, Frequency -3400 MHz (3.4GHz), Socket -Socket 1155 , H2 , LGA1155",None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,12.8 ounces,8 x 7 x 3 inches,,,,,,Core i3
Intel Core i7-3820 Quad-Core Processor 3.6 GHz 10 MB Cache LGA 2011 - BX80619I73820,3.9,204,"Intel Core i7-3820 3.6GHz, up to 3.8GHz with Max Turbo Frequency, 10MB Intel Smart Cache, 44 Bus/Core ratio, 5 GT/s DMI",79.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz core_i7,,,,14.7 ounces,5 x 5.7 x 3.2 inches,,4,,,,Core i7
Intel Core i7-870 SLBJG Desktop CPU Processor LGA1156 2.93GHz 8MB 2.5GT/s,4.5,20,"Intel, i7-870, 2.93Ghz, 8MB, Socket H1 / LGA1156",57.5,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,1,,,,
"Intel Core i5-560M Processor 3M Cache, 2.66 GHz BX80617I5560M SLBTS",4.2,7,"Processor Number: i5-560M, # of Cores: 2, # of Threads: 4, Clock Speed: 2.66 GHz, Sockets Supported: BGA1288, PGA988, Intel Smart Cache: 3 MB; Lithography 32 nm",74,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.6 ounces,5.5 x 4.8 x 1.8 inches,,,,,,Core i5
"Intel NUC NUC8I7HNK Mini PC, Intel Quad-Core i7-8705G Upto 4.1GHz, 16GB DDR4, 1TB SSD, AMD Radeon RX Vega M GL, WiFi, Thunderbolt 3, Supports Up to 6 Displays, Windows 10 Pro (16GB RAM + 1TB SSD)",4.5,104,"Intel NUC NUC8i7HNK Mini PC/HTPC With All New Parts Assembled, Intel Quad-Core i7-8705G 3.1GHz With Turbo Boost Upto 4.1GHz, 8MB Cache, 16GB DDR4 2400MHz, 1TB m.2 SSD, AMD Radeon RX Vega M GL Graphics, Supports Up to 6 Monitors, 802.11ac Wifi, Bluetooth 4.2, 2x Gigabit Ethernet, 2x Thunderbolt 3, Windows 10 Professional 64Bit, 1x USB 3.1 Gen 2 Type-C, 1x USB 3.1 Gen 2 Type-A, 4x USB 3.1 Gen 1 Type-A, 2x Mini DisplayPort 1.2, 2x HDMI",None,E Retailers,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",3.1 GHz core_i7,1 TB SSD,AMD Radeon RX Vega M GL Graphics,Windows 10 Pro,3 pounds,8.7 x 5.5 x 1.5 inches,Black,4,1 TB,,16 GB,Core i7
"Intel LGA1156/Intel P55/DDR3/SLI&CrossFireX/A&GbE/ATX Motherboard, Retail BOXDP55WG",3.6,13,"Supports the next-generation Intel Core i7 and Intel Core i5 processors in the LGA1156 package., New Intel P55 Express Chipset in a single chipset design (PCH), Exclusive Intel Fault-Tolerant BIOS virtually eliminates downtime due to corrupted BIOS, Specifications, Form Factor - ATX (9.6 x 12)",198.86,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Motherboards",,,,,2.35 pounds,12 x 9.6 x 3 inches,,,16 GB,,,Core i7
Intel Core i5-2380P Quad-Core Processor 3.1 GHz 6 MB Cache LGA 1155 - BX80623I52380P,5,5,"3.10 GHz, 32nm, 6 MB L3 Cache, Intel Turbo Boost Technology 2.0, LGA-1155 package, Without Graphics",70,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.1 GHz core_i5,,,,12.8 ounces,4.3 x 4.6 x 3.3 inches,,4,,,,Core i5
"Intel NUC BXKit10i3 Home & Business Mini Desktop Black (Intel i3-10110U 2-Core, 8GB RAM, 256GB PCIe SSD, Intel UHD, WiFi, Bluetooth, 3xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro) with Hub",4.7,4,"【Upgraded】 Seal is opened for Hardware/Software upgrade only to enhance performance. No Display ; Wi-Fi 6 AX201 Wifi, Bluetooth 4.0, Ethernet LAN (RJ-45), No Webcam, ., 10th Gen Intel Core i3-10110U 2.1GHz Processor (, 4MB Cache, 2-Cores) ; Intel UHD Integrated Graphics, ., 【High Speed and Multitasking】 8GB DDR4 SODIMM; 90W Power Supply; Black Color, ., 256GB PCIe NVMe SSD; 3 USB 3.1 Gen1, 1 HDMI, 2x USB 3.1 Type-C Gen1, SD Reader, ., Windows 10 Pro., 1 Year Manufacturer warranty from GreatPriceTech (Professionally upgraded by GreatPriceTech), Includes Dockztorm USB Hub(Special Edition Portable Docztorm Data Hub;Super Speedy Data Syn Rate upto 5Gbps)",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.1 GHz core_i3,256 GB SSD,Intel UHD Graphics,Windows 10 Pro,1 pounds,4.6 x 4.4 x 1.5 inches,Black,2,256 GB,,8 GB,Core i3
Intel Core i5-2410M SR04B Mobile CPU Processor Socket G2 PGA988B 2.3Ghz 3MB 5 GT/s,5,3,"Intel, 2.3Ghz, 3MB, PGA 988B / Socket G2",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,,,,,Core i5
"Intel Nuc Desktop/HTPC, 5th Generation Intel Dual-Core i5 Upto 2.7GHz, 8GB DDR3, 240GB SSD, Wifi, Bluetooth, Dual Monitor Capable, 4K Support, Windows 10 Professional 64Bit",4.6,5,"Intel Nuc Desktop/HTPC With All New Parts, Intel Dual-Core i5-5250U 1.6GHz With Turbo Boost Upto 2.7GHz, 3MB Cache, Crucial 8GB DDR3 1600MHz PC3-12800, 240GB SSD SATA III, HD Graphics 6000, Wifi, Bluetooth 4.0, Gigabit Ethernet, 4K Support, Dual Monitor Capable, 3x USB 3.0, 1x USB 3.0, 1x Mini-HDMI, 1x Mini DisplayPort, 1x 1/8"" (3.5 mm) Headphone/Microphone Combo Jack, Windows 10 Professional 64Bit",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",1.6 GHz core_i5,240 GB SSD,Intel HD Graphics 6000,Windows 7 Professional,2.5 pounds,4.5 x 1.9 x 4.4 inches,Black/Silver,2,240 GB,,8 GB,Core i5
