Title,Rating,Rating Number,Review,Price,Store,Categories,Processor,Hard Drive,Graphics Coprocessor,Operating System,Item Weight,Product Dimensions,Color,Number of Processors,Memory Storage Capacity,Screen Size,RAM Memory Installed Size,CPU Model
"Intel NUC 11 NUC11PAHi5 0GB DDR4 RAM,0GB SSD,Core i5-1135G7 Processor 8M Cache, up to 4.20 GHz Mini Desktop Computers, Thunderbolt 3/Support 8K/WiFi 6/4K Quad Display/Bluetooth 5,Barebone",4.6,39,"【11th Gen Intel Core i5-1135G7 CPU, XS Size. XL Performance Mini PC】 With their boundary-breaking performance, modern design, and cutting-edge features, Intel NUC 11 Performance Mini PC usher in the new age of small-compute innovation. Small enough to take with you and attractive enough to feature in any home or office, Intel NUC 11 Performance Mini PC feature a range of 11th Gen Intel Core i5-1135G7 (8M Cache, up to 4.20 GHz)CPU to accelerate everyday home theater and home office tasks., 【Revolutionary Intel Iris Xe GPU】 Make every experience more immersive and fun—from binging shows in 4K UHD to playing arcade games, creating content, and multitasking across up to four screens. Connecting at will to any screen, anywhere, is made easy with 10 ports & slots—including 2 Thunderbolt 3 ports and an ultra-fast Ethernet port—plus support for Intel WiFi 6. For work, study, play, look no further than powerful and innovative mini PCs built with Intel NUC 11 Performance Mini pc., 【Other Features & Technology】Two Thunderbolt 3 ports, HDMI 2.0b port, Mini DisplayPort 1.4 port, 3.5mm front stereo headset jack, Intel Ethernet Controller i225-V, Intel Wi-Fi 6 and Bluetooth 5,Three USB 3.1 Gen2 port, SDXC slot with UHS-II support, Beam-forming, far-field, quad-mic array, with Alexa support,Quad display, and 4K support, Front consumer infrared port, Kensington Lock Ready, 3-Year Limited Wa-rranty., 【Memory & Storage】Dual-channel DDR4 SODIMM slots,64GB Max, M.2 22x80 key M slot,2.5"" 7 mm SATA drive bay., 【3-Year Global Warranty from Intel & GEEK+】 We are the Intel NUC Authorised Agent on Amazon. All products sold from GEEK+ are will automatically receive a 3-year free Warranty Service from Intel, You can go directly to the local Intel NUC offline after-sales location if any issue with the NUC Barebone part, or send us a message for help. Warm Tips: To ensure your privacy and security, please remove the Memory and SSD before aftermarket. Three-year warranty on RAM, SSD, OS provided by GEEK+!",379,GEEK+,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.4 GHz core_i5,SSD,Intel Iris Xe Graphics,Windows 10 Pro,3.1 pounds,4.6 x 4.4 x 2 inches,Black,4,64 GB,2.5 Inches,64 GB,Core i5
"Intel Core i7-3770 Processor 3.4GHz 5.0GT/s 8MB LGA 1155 CPU, OEM",1,1,,159,Intel,,,,,,1 pounds,,,,,,,
Intel Core i5-460M SLBZW Mobile CPU Processor Socket G1 PGA988 2.53Ghz 3MB 2.5 GT/s,5,2,"Intel, 2.53Ghz, 3MB, PGA 988A / Socket G1",32,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,,,,,
Intel Core i9-9900K Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 300 Series 95W (BX806849900K),4.8,1818,"8 Cores/ 16 Threads, Up to 5.0 GHz Unlocked, Compatible with Intel 300 Series chipset based motherboards, Supports Intel Turbo Boost Technology, Supports Intel Optane Memory, no thermal solution included",358.5,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz core_i9,,,,2.89 ounces,2.91 x 4.41 x 4.61 inches,,1,,,,Core i9
Intel Core i9-7900X X-Series Processor 10 Cores up to 4.3 GHz Turbo Unlocked LGA2066 X299 Series 140W,4.4,540,"Socket LGA 2066, Compatibale with Intel X299 Chipset, 10 Cores/20 Threads, Intel Turbo Boost Max Technology 3.0, Intel OptaneTM memory ready and support for Intel OptaneTM SSDs",449.39,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",4.3 GHz core_i7,,,,0.986 ounces,3.94 x 4.33 x 1.57 inches,,10,,,,Core i7
Intel Core i5-520M SLBNB SLBU3 Mobile CPU Processor Socket G1 PGA988 2.4Ghz 3MB 2.5 GT/s,5,4,"Intel Core i5-520M CPU Processor, Model: SLBNB, Socket: Socket G1 (rPGA988A), Cores: 2, Frequency: 2.4 GHz",26.03,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.352 ounces,5.9 x 2.9 x 0.2 inches,,,,,,Core i5
Intel Thermal Solution Xts100H - Processor Cooler - ( Socket 1156 ) - Aluminium And Copper - 95 Mm,4.6,8,"4-pin Pulse Width Modulation (PWM) Fan Control, Active Heat Pipe Solution for Performance-Based Platforms, Supports Intel Processors with the LGA1156 LGA1155 LGA1151 LGA1150 Socket, Robust Design Meets Intel's Stringent Shock and Drop Testing, Selectable Fan Speed Control Modes",39.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Fans & Cooling",,,,,1.81 pounds,7.76 x 7.68 x 6.22 inches,,,,,,
Intel Core i3-2120 Dual-Core Processor 3.3 GHz 3 MB Cache LGA 1155 - BX80623I32120,4.2,217,"Process Type: Intel Core i3 Processor i3-2120 Frequency: 3.3 GHz DMI: 5 GT/s, Intel Smart Cache: 3 MB Process: 32 nm Socket: LGA1155, Power Consumption: 65 W Max Memory Bandwidth: 21 GB/s Graphics Base Frequency: 850 MHz, Graphics Max Dynamic Frequency: 1.1 GHz This processor is a Dual Core Processor, This processor supports Hyper-Threading Technology This processor supports Intel Virtualization Technology (VT-x). Has 2 cores, 4 threads.",52.28,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,9.6 ounces,4.57 x 4.57 x 3.39 inches,,,,,,Core i3
"Intel Core i5-4590 BX80646I54590 Processor (6M Cache, 3.3 GHz)",4.5,338,"Compatible with Z87 and Z97 motherboards. Z87 motherboard users may need to apply a BIOS update for compatibility., LGA 1150, Intel Rapid Storage Technology, Quick Sync Video enabling faster video conversion, Intel Device Protection with Boot Guard, Intel IPT with PKI, Intel Turbo boost technology",102.53,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i5,,,,13.3 ounces,4.6 x 3.4 x 4.6 inches,,4,,,,Core i5
Intel Core i5-2500 Quad-Core Processor 3.3 GHz 6 MB Cache LGA 1155 - BX80623I52500 (Renewed),4.3,87,"This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box. Only select sellers who maintain a high performance bar may offer Certified Refurbished products on Amazon.com, All Core i5 processors have Intel Turbo Boost Technology, 6 MB Intel Smart Cache is dynamically shared to each processor core, based on workload, Quad-core processor delivers four-way multicore processing via parallelism resulting in more efficient use of processor, Specs: Quad-core 3.3 GHz, 6M Cache, Intel HD Graphics 2000, 95 watt TDP, Dual-channel DDR3 memory support, socket LGA1155",36.43,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i5,,,,3.2 ounces,4.5 x 4 x 3.2 inches,,4,,,,Core i5
"Intel NUC 10 with Core i5-10210U Processor, Ultra-Compact Intel Nuc 16GB DDR4 RAM & 512GB SSD - Portable Intel Nuc 10 i5 with WiFi6.0, Bluetooth5.0, 4K Support and SD Card(Built-in Windows 10 pro)",3.9,8,"Multidisplay 4K Video and Graphics - Intel NUC i5 can drive multiple 4K displays while processing multiple streams of incoming video via Thunderbolt 3 technology. Multiple dedicated graphics cores rip through 3D animation, CAD models, and video rendering. This makes Intel NUC equally adept as high-performance workstations and digital signage, Robust Connectivity - Get internet connectivity and more. Intel nuc 10 squeeze all the ports and wireless connections you would expect from a nuc 10 i5—USB, HDMI, Thunderbolt technology, 2.5 Gigabit Ethernet, Wi-Fi—into the smallest space we can engineer, Storage Expansion Option - Mini intel nuc 10 has built-in 16GB DDR4 RAM, 512GB PCle SSD (Support up to 1TB of 2.5-inch PCle SSD and M.2 SATA SSD, not included) that take storage and performance to the next level, Intel NUC Rugged for Harsh Conditions - These fanless designs with IP50 dust resistance can withstand 0° to 40° C operating temperatures, - - The Customer Always Right ! ! - - We offer a 3-year warranty, a 2-year money-back guarantee for any reason, and lifetime worry-free user support. If you have any product concerns, please don't hesitate to contact us, and Waitloan support team will reply and resolve the issue within one hour",409,waitloan,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",4.2 GHz core_i5_10210u,512 GB SSD,"25W Intel® UHD Graphics, 300 MHz – 1.1 GHz",Windows 10 Pro,2.79 pounds,4.6 x 4.4 x 2 inches,NUC10i5FNHN Core i5 16GB+512GB,4,512 GB,4 Inches,16 GB,Core i5-10210U
"Intel NUC NUC6i7KYK Mini PC/HTPC (Intel Quad-Core i7-6770HQ Upto 3.5GHz, 8GB DDR4, 256GB SSD, Wifi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Professional 64Bit)",3.6,6,"Intel NUC NUC6i7KYK Mini PC/HTPC With All New Parts, Intel Quad-Core i7-6770HQ 2.6GHz Upto 3.5GHz, 8GB DDR4, 256GB SSD M.2 Sata, Intel Iris Pro Graphics 580 Wifi, Bluetooth 4.2 Windows 10 Pro",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets",2.6 GHz core_i7,256 GB SSD,Intel Iris Pro Graphics 580,Windows 10,3 pounds,8.3 x 1.1 x 4.6 inches,,4,256 GB,,8 GB,Core i7
intel Core i7 i7-3770 3.40 GHz Processor - Socket H2 LGA-1155 CM8063701211600 (Renewed),4.5,290,"CM8063701211600, INTEL",63,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i7,,,,1.58 ounces,,,4,,,,Core i7
"Intel NUC NUC8I7HVK Mini PC, Intel QuadCore i7-8809G Upto 4.2GHz, 16GB DDR4, 512GB NVMe SSD, AMD Radeon RX Vega M GH, WiFi, Thunderbolt 3, 4k Support, Windows 10 Pro (16GB Ram + 512GB SSD)",4.2,71,"Intel NUC NUC8i7HVK Mini PC/HTPC With All New Parts Assembled, Intel Quad-Core i7-8809G 3.1GHz With Turbo Boost Upto 4.2GHz, 8MB Cache, 16GB DDR4 2400MHz, 512GB NVME m.2 SSD, AMD Radeon RX Vega M GH Graphics, Supports Upto 6 Monitors, Wifi, Bluetooth 4.2, 2x Gigabit Ethernet, 2x Thunderbolt 3, Windows 10 Professional 64Bit, 1x USB 3.1 Gen 2 Type-C, 1x USB 3.1 Gen 2 Type-A, 4x USB 3.1 Gen 1 Type-A, 2x Mini DisplayPort 1.2, 2x HDMI",None,E Retailers,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",3.1 GHz core_i7,512 GB SSD,AMD Radeon RX Vega M GH,Windows 10 Pro,3 pounds,8.7 x 5.5 x 1.5 inches,Black,4,512 GB,,16 GB,Core i7
Intel Xeon E3-1245V3 Haswell 3.4GHz 8MB L3 Cache LGA 1150 84W Quad-Core Server Processor BX80646E31245V3,4.7,10,"Help safeguard your vital information with hardware-based technologies that help defend against the most common attacks from hackers, malware and more., Built-in security helps keep data safe and protected 24/7., allow you to unleash your creativity with less waiting and more sharing.",115,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz intel_xeon,,,,3.66 ounces,4.5 x 4.3 x 3.1 inches,,4,,,,Intel Xeon
Intel Core i5 i5-3340M 2.70 GHz Processor - Socket G2,1,1,,54.04,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,2.4 ounces,,,,,,,Core i5
"Intel NUC NUC8i5BEK Mini PC/HTPC, Intel Quad-Core i5-8259U Upto 3.8GHz, 32GB DDR4, 1TB m.2 SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (32GB Ram + 1TB SSD)",2.5,4,"Intel NUC NUC8i5BEK Mini PC/HTPC With All New Parts Assembled, 8th Generation Intel Quad-Core i5-8259U 2.3GHz With Turbo Boost Upto 3.8GHz, 4MB Cache, 32GB DDR4 2400MHz, 1TB m.2 Solid State Drive, Intel Iris Plus Graphics 655, Intel Dual Band Wireless-AC 9560, Bluetooth 5.0, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Security Slot, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.1, 1x HDMI 2.0a, 1x Headphone/Microphone Combo Jack",None,Microsoft,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.3 GHz core_i5,1 TB SSD,Intel Iris Plus Graphics 655,Windows 10 Pro,2.5 pounds,4.5 x 2 x 4.4 inches,Silver/Black,4,1 TB,,32 GB,Core i5
Intel Core i9-9940X X-Series Processor 14 Cores up to 4.4GHz Turbo Unlocked LGA2066 X299 Series 165W Processors (999AC9),4.3,74,"14 Cores/28 Threads; The maximum temperature allowed at the processor: 88°C, 3.30 GHz up to 4.40 GHz Max Turbo Frequency/19.25 MB Cache, Quad DDR4-2666 Memory channels, Compatible only with Motherboards based on Intel x299 chipsets, Intel Optane Memory supported",892.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i9,,,,3.53 ounces,4 x 2 x 4.6 inches,,14,,,,Core i9
"Intel NUC11PAHi5 Home & Business Mini Desktop i5-1135G7 4-Core, 16GB RAM, 512GB PCIe SSD, Win 10 Pro Bundle with Highe Performance Dockztorm Docking",4,18,"【Upgraded】 Seal is opened for Hardware/Software upgrade only to enhance performance. No Display ; Wi-Fi 6 AX201 Wifi, Bluetooth 4.2, Ethernet LAN (RJ-45), No Webcam, ., 【Powerful Performance with Intel Core i5-1135G7 Quad Core】 11th Gen Intel Core i5-1135G7 2.40GHz Processor (upto 4.2 GHz, 8MB Cache, 4-Cores) ; Integrated Graphics Integrated Graphics, ., 【High Speed and Multitasking】 16GB DDR4 SODIMM; 120W Power Supply; Black Color, ., 【Enormous Storage】 512GB PCIe NVMe SSD; 1 HDMI, 1 mini Display Port, 2 Thunderbolt 3 (Type-C), SD Reader, No Optical Drive, Headphone/Microphone Combo Jack., Windows 10 Pro., 1 Year Manufacturer warranty from GreatPriceTech (Professionally upgraded by GreatPriceTech), Includes Authorized Dockztorm Portable USB Hub(Special Edition Portable Dockztorm Data Hub;Super Speedy Data Syn Rate upto 5Gbps)",446.99,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.4 GHz intel_core_i5_1135g7,512 GB SSD,Integrated Graphics,Windows 10 Pro,1.32 pounds,4.6 x 4.41 x 2.01 inches,Black,4,512 GB,,16 GB,Intel Core i5-1135G7
Intel Core i7-870 Processor 2.93 GHz 8 MB Cache Socket LGA1156 (Renewed),4.2,84,"2.93 GHz core speed, Maximize speed for demanding applications with Intel Turbo Boost Technology, which accelerates processor clock speed up to 20% to match your workload., Multitask up to 28% faster, so you can do more things at once., Enjoy incredibly fast computing with fewer frustrating lags., Unleash an amazing digital media experience with up to 37% faster conversion of video, 15% faster photo editing",None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.93 GHz,,,,3.56 ounces,4 x 7 x 8 inches,,4,,,,
"Intel NUC NUC7i7BNH Mini PC/HTPC, Intel Dual-Core i7-7567U Upto 4.0GHz, 32GB DDR4, 512GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (32GB RAM + 512GB SSD)",4.2,18,"Intel NUC NUC7i7BNH Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i7-7567U 3.5GHz With Turbo Boost Upto 4.0GHz, 4MB Cache, 32GB DDR4 2133MHz, 512GB Solid State Drive SATA III (You Could Add A 2nd Drive), Intel Iris Plus Graphics 650, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.0, 1x HDMI, 1x Headphone/Microphone Combo Jack",None,Intol,"Electronics, Computers & Accessories, Computers & Tablets",3.5 GHz core_i7,SSD,Intel Integrated Graphics,Windows 10 Pro,2.6 pounds,4.5 x 2 x 4.4 inches,Silver/Black,2,512 GB,,32 GB,Core i7
Intel Core i7 965 3.2GHz 8M L3 Cache 6.4GT/sec QPI Hyper-Threading Turbo Boost LGA1366 Extreme Processor,3.6,22,"Intel Core i7-965, 6.4 Intel QuickPath Interconnect, 3 Channel Memory, 8MB L3 Cache, LGA-1366 package",798.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.58 pounds,25 x 8.26 x 7.75 inches,,,,,,
Intel® Core™ i9-11900KF Desktop Processor 8 Cores up to 5.3 GHz Unlocked LGA1200 (Intel® 500 Series & Select 400 Series Chipset) 125W,4.6,179,"The Socket LGA-1200 socket allows processor to be placed on the PCB without soldering, 16 MB of L3 cache rapidly retrieves the most used data available to improve system performance, 14 nm design offers great efficiency for computing, delivers nimble processing with balanced cost, performance, and power",403.3,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3 core_i9,,,,2.93 ounces,1.5 x 1.5 x 0.2 inches,,1,,,,Core i9
"Intel Core i7 Processor i7-2600 3.4GHz 5.0GT/s 8MB LGA1155 CPU, OEM",4.7,5,"Intel CM8062300834302 Core i7-2600 Processor 3.4GHz 5.0GT/s 8MB LGA 1155 CPU OEM (CM8062300834302), Intel CM8062300834302",59.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,2 pounds,3.8 x 1.2 x 2.8 inches,,,,,,Core i7
Intel Core i5-3570 Quad-Core Processor 3.4 GHz 6 MB Cache LGA 1155 - BX80637I53570,4.2,345,"Core Count: 4, Clock Speed: 3.4 GHz, Intel Smart Cache: 6 MB, Max Thermal Design Power: 77 W",49.85,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i5,,,,12 ounces,4.6 x 4.3 x 3.2 inches,,4,,,,Core i5
Intel OEM BV80605001908AK Core i7-860 Processor 2.8GHz 2.5GT/s 8MB LGA 1156 CPU OEM,4.7,5,,49.95,Intel,,,,,,1.6 pounds,,,,,,,
Intel Core i7-3820QM Processor,5,1,Core i7 3820QM Mobile Processo,499,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,2.11 ounces,4.8 x 1.8 x 5.5 inches,,,,,,Core i7
"Intel NUC 9 NUC9i7QNX Gaming & Entertainment Mini Desktop Black i7-9750H 6-Core, 16GB RAM, 2TB PCIe SSD, UHD 630, WiFi, Bluetooth, 1xHDMI, Win 11 Home with Hub",4.1,37,"【Upgraded】 Seal Is Opened For Hardware/Software Upgrade Only To Enhance Performance. No Display ; Wi-Fi 6 Ax200 Wifi, Bluetooth, Ethernet Lan (Rj-45), No Webcam, ., 【Powerful Performance With Intel Core I7-9750H Hexa Core】 9Th Gen Intel Core I7-9750H 2.60Ghz Processor (Upto 4.5 Ghz, 12Mb Cache, 6-Cores) ; Intel Uhd 630 Integrated Graphics, ., 【High Speed And Multitasking】 16Gb Ddr4 Sodimm; 500W Power Supply; Black Color, ., 【Enormous Storage】 2Tb Pcie Nvme Ssd; 6 Usb 3.1 Gen2, 1 Hdmi, 2 Thunderbolt 3 (Type-C), No Optical Drive, Headphone/Microphone Combo Jack., Windows 11 Home., 1 Year Manufacturer From Greatpricetech (Professionally Upgraded By Greatpricetech), Includes Dockztorm Usb Hub(Special Edition Portable Docztorm Data Hub;Super Speedy Data Syn Rate Upto 5Gbps), Item Weight : 7.0 Pounds, System Ram Type: Ddr4_Sdram, Resolution: 3840 X 2160",809,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.6 GHz corei7_9750h,2 TB SSD,Intel UHD Graphics 630,Windows 11 Home,7 pounds,8.5 x 10 x 4 inches,Core i7,6,2 TB,,16 GB,Corei7-9750H
"Intel Core i7-4771 3.5 3 LGA 1150 Processor, 8M Cache, up to 3.90 GHz (BX80646I74771)",4,89,"Model: Intel Core i7-4771 Processor, Core Count: 4, Clock Speed: 3.5 GHz, Max Turbo Frequency: 3.9 GHz, Cache: 8 MB, Socket: LGA 1150, Processor Graphics: Intel HD Graphics 4600",116.58,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.5 GHz core_i7,,,,14.4 ounces,9.5 x 5.6 x 6 inches,,4,,,,Core i7
"Intel NUC NUC8I7HVK Mini PC, Intel QuadCore i7-8809G Upto 4.2GHz, 32GB DDR4, 512GB NVMe SSD, AMD Radeon RX Vega M GH, WiFi, Thunderbolt 3, 4k Support, Windows 10 Pro (32GB Ram + 512GB SSD)",4.2,71,"Intel NUC NUC8i7HVK Mini PC/HTPC With All New Parts Assembled, Intel Quad-Core i7-8809G 3.1GHz With Turbo Boost Upto 4.2GHz, 8MB Cache, 32GB DDR4 2400MHz, 512GB NVME m.2 SSD, AMD Radeon RX Vega M GH Graphics, Supports Upto 6 Monitors, Wifi, Bluetooth 4.2, 2x Gigabit Ethernet, 2x Thunderbolt 3, Windows 10 Professional 64Bit, 1x USB 3.1 Gen 2 Type-C, 1x USB 3.1 Gen 2 Type-A, 4x USB 3.1 Gen 1 Type-A, 2x Mini DisplayPort 1.2, 2x HDMI",None,E Retailers,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",3.1 GHz core_i7,512 GB SSD,AMD Radeon RX Vega M GH,Windows 10 Pro,3 pounds,8.7 x 5.5 x 1.5 inches,Black,4,512 GB,,32 GB,Core i7
Intel NUC Kit Business Mini Desktop Computer Quad-Core i7-6770HQ up to 3.5GHz_ 32GB DDR4 RAM_ 1TB PCIe SSD_ 802.11AC WiFi_ Bluetooth 4.2_ HDMI_ Windows 10 Professional,4,9,Intel NUC Kit Business Mini Desktop Computer_ Intel Quad-Core i7-6770HQ up to 3.5GHz_ 32GB DDR4 RAM_ 1TB PCIe SSD_ 802.11AC WiFi_ Bluetooth 4.2_ HDMI_ Windows 10 Professional,None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",1 GHz 5x86,1 TB SSD,Intel Iris Pro Graphics 580,Windows 10 Pro,15 pounds,8.3 x 4.6 x 1.1 inches,,4,,0.1 Inches,32 GB,5X86
"Intel NUC NUC8i5BEH Mini PC/HTPC, Intel Quad-Core i5-8259U Upto 3.8GHz, 16GB DDR4, 256GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (16GB Ram + 256GB SSD)",3.8,6,"Intel NUC NUC8i5BEH Mini PC/HTPC With All New Parts Assembled, 8th Generation Intel Quad-Core i5-8259U 2.3GHz With Turbo Boost Upto 3.8GHz, 4MB Cache, 16GB DDR4 2400MHz, 256GB Solid State Drive SATA III (You Could Add A 2nd Drive), Intel Iris Plus Graphics 655, Intel Dual Band Wireless-AC 9560, Bluetooth 5.0, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Security Slot, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.1, 1x HDMI 2.0a, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.3 GHz core_i5,256 GB SSD,Intel Iris Plus Graphics 655,Windows 10 Pro,2.5 pounds,4.5 x 2 x 4.4 inches,Silver/Black,4,256 GB,,16 GB,Core i5
"Intel Core i9-10940X Desktop Processor 14 Cores up to 4.8GHz Unlocked LGA2066 X299 Series 165W, BX8069510940X",4.2,37,"Up to 4. 8 GHz unlocked, Discrete graphics required, Compatible with Intel x299 Chipset based motherboards, Supports Intel Optane Memory, Cascade Lake, CLX, 10th, Generation, Desktop, CPU, Ci9, Core, 165W, i9-10940X, enthusiast, creator, Content Creation, LGA, 2066, 200 series, X299, X299-Made To Create, 14C, 28T",897,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i9,,,,3.53 ounces,1.81 x 4.25 x 4.65 inches,,14,,,,Core i9
Intel® Core™ i5-11500 Desktop Processor 6 Cores up to 4.6 GHz LGA1200 (Intel® 500 Series & Select 400 Series Chipset) 65W,4.5,132,"Compatible with Intel 500 series & select Intel 400 series chipset based motherboards, Intel Optane Memory Support, PCIe Gen 4.0 Support, Thermal solution included",234.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.7 GHz apple_ci5,,,,10.9 ounces,4.57 x 2.76 x 3.98 inches,,6,,,,Intel Core i5
Intel NUC Mini PC Core i5 Up to 2.8GHz 4GB 120GB SSD WiFi BT 4.0 Win10 DC53427HY (Renewed),4.5,3,"This Certified Refurbished product is tested and certified to work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box. Only select sellers who maintain a high performance bar may offer Certified Refurbished products on Amazon.com, Intel Core i5-3427U 1.8GHz (Up to 2.8GHz Turbo Boost), 4GB DDR3 Ram, 120GB mSATA SSD, Dual Band Wi-Fi & Bluetooth 4.0 Mini Card, Genuine Windows 10 Pro 64-bit, Excellent addition to your Business, Office, Home or School environment",None,Amazon Renewed,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",1.8 GHz Core_i5_3427U,120 GB SSD,Intel HD Graphics 4000,Windows 10 Pro,,,,1,120 GB,,4 GB,Core i5-3427U
"Intel Next Unit of Computing Kit, Black/Grey BOXDCCP847DYE",3.8,114,"Ultra Small Form Factor (USFF) computing platform at approximately 4 x 4 inches, Dual-HDMI ports supporting HDMI 1.4a output, Intel Celeron processor 847 Dual Core 1.1 GHzDual-channel DDR3 1333 Mhz, two SO-DIMM slots, 16 GB maximum, VESA mounting bracket included, WiFi / Bluetooth antenna integrated into the chassis",259,Intel,"Electronics, Computers & Accessories, Computer Components, Desktop Barebones",1.1 GHz celeron,,Intel Iris 6100,DOS,2 pounds,4.59 x 4.41 x 1.55 inches,Black & grey,1,,,16 GB,Celeron
Intel Core i7-7740x Processor Tray (CM8067702868631),3.3,4,Intel Core I7 I7-7740x Quad-core (4 Core) 4.30 Ghz Processor - Socket R4 Lga-2066oem Pack - 1 Mb - 8 Mb Cache - 8 Gt/s Dmi - 64-bit Processing - 4.50 Ghz Overclocking Speed - 14 Nm - 112 W,210,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",4.5 GHz core_i7,,,,8.8 ounces,2.8 x 2.9 x 0.2 inches,,4,,,,Core i7
Intel Core i9-9900 Desktop Processor 8 Cores up to 5.0GHz LGA1151 300 Series 65W,4.6,300,"8 Cores /16 Threads, Up to 5 GHz, Compatible with Intel 300 Series chipset based motherboards, Bios update may be required for motherboard compatibility, Supports Intel Optane Memory",305,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.1 GHz core_i9,,,,3.53 ounces,4.57 x 2.76 x 3.98 inches,,8,,,,Core i9
"Intel NUC 7 Mainstream Mini PC (NUC7i5BNKP) - Core i5, 8GB RAM, 256GB SSD",4,96,"Processor: Built with Intel's 7th Generation Intel Core i5-7260U, you get all the power of a full-size desktop tower PC, Immerse yourself in amazing experiences made possible by Windows Mixed Reality running on a 7th Gen Intel Core based NUC Mini PC., Graphics: Intel Iris Plus graphics provides true visual perfection in 4K Ultra HD and the system can support up to 3 4K displays, Windows 10 Home preloaded. DC input voltage supported:12-19 VDC, 8 GB DDR4 memory and 256GB NVMe Intel 600p SSD - plenty of storage for media, files, and more",399.88,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",3.5 GHz core_i5,SSD,Intel Integrated Graphics,Windows 10 Home,2.22 pounds,5.35 x 3.94 x 4.92 inches,Gunmetal,2,256 GB,0.01 Inches,8 GB,Core i5
